/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_CsbHEA-grtu__20260811T151205Z/instagram/spidey_feels/3106107430254328686_47199803474.mp4	962707	9.40
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DU2FhWojcYd__20260811T151023Z/head.mp4	913208	14.49
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DU2FhWojcYd__20260811T151023Z/instagram/men/3834276415030543901_3959377667.mp4	913208	14.49
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DU2FhWojcYd__20260811T151023Z/instagram/men/final/white_frame/3834276415030543901_3959377667.mp4	1913170	14.47
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVO9ZryDKCZ__20260811T150439Z/head.mp4	402210	9.53
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVO9ZryDKCZ__20260811T150439Z/instagram/memeflickofficial/3841277578028294297_77716476902.mp4	402210	9.53
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVO9ZryDKCZ__20260811T150439Z/instagram/memeflickofficial/final/white_frame/3841277578028294297_77716476902.mp4	931324	9.53
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVPApBmAoja__20260811T151556Z/head.mp4	691920	8.22
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVPApBmAoja__20260811T151556Z/instagram/levelgonn/3841291826380310746_69011852061.mp4	691920	8.22
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_DVPApBmAoja__20260811T151556Z/instagram/levelgonn/final/white_frame/3841291826380310746_69011852061.mp4	2044299	8.20
